Temperature,Humidity,Heart_rate,Swim_angle,Label
33,332,67,258,Normal
36,341,68,291,Abnormal Temperature
32,414,69,205,Abnormal Humidity
29,449,66,254,Abnormal Humidity
34,420,72,268,Abnormal Humidity
31,468,66,287,Abnormal Humidity
30,307,70,231,Normal
34,362,81,211,Abnormal Heart-Rate
35,418,68,257,Abnormal Humidity
33,323,68,328,Abnormal Swim-Angle
38,373,71,202,Abnormal Temperature
31,355,82,204,Abnormal Heart-Rate
37,330,67,254,Abnormal Temperature
29,308,72,370,Abnormal Swim-Angle
34,317,68,231,Normal
32,310,68,347,Abnormal Swim-Angle
34,301,82,244,Abnormal Heart-Rate
33,343,69,310,Abnormal Swim-Angle
29,311,72,288,Normal
34,315,72,365,Abnormal Swim-Angle
35,380,75,268,Abnormal Heart-Rate
33,393,77,258,Abnormal Heart-Rate
34,359,79,221,Abnormal Heart-Rate
29,428,72,222,Abnormal Humidity
30,315,78,280,Abnormal Heart-Rate
35,398,66,279,Normal
30,381,76,207,Abnormal Heart-Rate
34,344,76,239,Abnormal Heart-Rate
32,331,75,246,Abnormal Heart-Rate
35,315,70,285,Normal
37,384,68,263,Abnormal Temperature
31,494,68,213,Abnormal Humidity
32,347,70,374,Abnormal Swim-Angle
40,337,68,277,Abnormal Temperature
35,334,70,391,Abnormal Swim-Angle
35,389,69,237,Normal
29,436,68,233,Abnormal Humidity
31,362,70,379,Abnormal Swim-Angle
32,306,68,224,Normal
32,360,67,293,Normal
34,309,68,264,Normal
32,445,65,291,Abnormal Humidity
41,325,67,234,Abnormal Temperature
28,326,78,269,Abnormal Heart-Rate
29,349,72,308,Abnormal Swim-Angle
39,393,67,225,Abnormal Temperature
42,313,68,257,Abnormal Temperature
40,319,69,265,Abnormal Temperature
28,400,68,303,Abnormal Swim-Angle
42,362,72,262,Abnormal Temperature
34,351,68,256,Normal
31,391,72,397,Abnormal Swim-Angle
31,321,75,213,Abnormal Heart-Rate
31,337,68,374,Abnormal Swim-Angle
32,306,72,235,Normal
37,308,66,245,Abnormal Temperature
29,376,68,276,Normal
31,337,65,225,Normal
28,491,65,266,Abnormal Humidity
29,484,69,241,Abnormal Humidity
31,303,78,205,Abnormal Heart-Rate
35,407,67,283,Abnormal Humidity
34,475,69,264,Abnormal Humidity
28,312,71,343,Abnormal Swim-Angle
29,468,72,284,Abnormal Humidity
30,333,72,294,Normal
35,386,68,275,Normal
31,359,66,229,Normal
32,397,68,252,Normal
35,353,83,206,Abnormal Heart-Rate
30,337,66,268,Normal
32,334,71,319,Abnormal Swim-Angle
37,337,72,232,Abnormal Temperature
32,437,67,224,Abnormal Humidity
36,315,67,238,Abnormal Temperature
39,327,68,268,Abnormal Temperature
31,336,78,219,Abnormal Heart-Rate
42,304,65,300,Abnormal Temperature
35,469,66,296,Abnormal Humidity
33,492,72,279,Abnormal Humidity
32,445,68,278,Abnormal Humidity
35,397,72,220,Normal
34,372,71,284,Normal
30,376,69,304,Abnormal Swim-Angle
30,329,67,200,Normal
35,375,77,243,Abnormal Heart-Rate
34,350,70,351,Abnormal Swim-Angle
28,379,70,204,Normal
29,306,81,277,Abnormal Heart-Rate
36,400,65,276,Abnormal Temperature
34,309,66,247,Normal
29,357,72,305,Abnormal Swim-Angle
30,469,66,294,Abnormal Humidity
34,375,71,238,Normal
33,311,73,235,Abnormal Heart-Rate
35,396,85,223,Abnormal Heart-Rate
28,312,72,327,Abnormal Swim-Angle
31,345,79,252,Abnormal Heart-Rate
32,475,65,201,Abnormal Humidity
35,310,73,205,Abnormal Heart-Rate
30,347,72,223,Normal
30,320,72,293,Normal
30,356,72,225,Normal
30,312,71,345,Abnormal Swim-Angle
34,336,68,360,Abnormal Swim-Angle
29,362,84,289,Abnormal Heart-Rate
33,336,71,227,Normal
31,408,69,295,Abnormal Humidity
31,392,67,257,Normal
29,383,71,356,Abnormal Swim-Angle
33,305,69,347,Abnormal Swim-Angle
33,361,72,400,Abnormal Swim-Angle
30,341,69,358,Abnormal Swim-Angle
28,346,72,331,Abnormal Swim-Angle
29,336,70,247,Normal
34,421,67,202,Abnormal Humidity
28,316,67,237,Normal
35,381,81,300,Abnormal Heart-Rate
30,400,69,219,Normal
28,386,69,248,Normal
29,340,68,259,Normal
36,325,69,231,Abnormal Temperature
28,389,78,216,Abnormal Heart-Rate
28,326,78,287,Abnormal Heart-Rate
31,308,72,320,Abnormal Swim-Angle
30,397,76,235,Abnormal Heart-Rate
32,475,69,229,Abnormal Humidity
42,370,66,283,Abnormal Temperature
33,433,71,235,Abnormal Humidity
33,308,76,244,Abnormal Heart-Rate
28,374,68,291,Normal
28,315,79,269,Abnormal Heart-Rate
30,426,68,255,Abnormal Humidity
29,353,68,323,Abnormal Swim-Angle
37,359,72,290,Abnormal Temperature
29,399,68,375,Abnormal Swim-Angle
35,300,72,204,Normal
28,303,71,396,Abnormal Swim-Angle
31,356,71,246,Normal
35,347,70,400,Abnormal Swim-Angle
30,493,66,285,Abnormal Humidity
32,495,67,289,Abnormal Humidity
31,344,74,223,Abnormal Heart-Rate
31,398,79,275,Abnormal Heart-Rate
39,356,72,230,Abnormal Temperature
33,376,82,286,Abnormal Heart-Rate
28,432,70,243,Abnormal Humidity
28,347,65,254,Normal
35,357,68,338,Abnormal Swim-Angle
31,457,67,258,Abnormal Humidity
37,385,69,224,Abnormal Temperature
28,391,69,255,Normal
28,491,67,224,Abnormal Humidity
34,483,71,293,Abnormal Humidity
33,390,71,319,Abnormal Swim-Angle
35,392,67,202,Abnormal Temperature
38,393,70,284,Abnormal Temperature
34,329,79,208,Abnormal Heart-Rate
32,391,69,400,Abnormal Swim-Angle
40,369,70,235,Abnormal Temperature
32,444,67,247,Abnormal Humidity
33,368,70,360,Abnormal Swim-Angle
29,347,67,200,Normal
35,390,72,361,Abnormal Swim-Angle
35,349,68,366,Abnormal Swim-Angle
37,353,67,261,Abnormal Temperature
28,442,69,279,Abnormal Humidity
32,418,67,274,Abnormal Humidity
32,343,72,385,Abnormal Swim-Angle
29,410,65,208,Abnormal Humidity
33,317,72,386,Abnormal Swim-Angle
35,353,84,232,Abnormal Heart-Rate
35,359,72,211,Normal
34,369,68,356,Abnormal Swim-Angle
32,338,84,254,Abnormal Heart-Rate
34,377,72,203,Normal
33,393,69,353,Abnormal Swim-Angle
33,392,71,361,Abnormal Swim-Angle
33,374,70,368,Abnormal Swim-Angle
30,309,67,249,Normal
31,327,72,209,Normal
31,301,70,204,Normal
39,350,70,217,Abnormal Temperature
40,384,70,201,Abnormal Temperature
30,393,71,357,Abnormal Swim-Angle
32,324,68,308,Abnormal Swim-Angle
33,368,84,285,Abnormal Heart-Rate
31,360,70,343,Abnormal Swim-Angle
35,381,75,299,Abnormal Heart-Rate
32,351,65,290,Normal
33,336,71,211,Normal
33,390,67,268,Normal
35,382,71,250,Normal
28,379,68,345,Abnormal Swim-Angle
33,387,71,226,Normal
39,345,65,208,Abnormal Temperature
29,378,78,293,Abnormal Heart-Rate
31,394,79,211,Abnormal Heart-Rate
33,348,77,234,Abnormal Heart-Rate
31,489,67,207,Abnormal Humidity
30,493,70,242,Abnormal Humidity
33,352,68,397,Abnormal Swim-Angle
37,322,68,283,Abnormal Temperature
42,333,72,214,Abnormal Temperature
30,302,79,248,Abnormal Heart-Rate
35,489,68,210,Abnormal Humidity
28,321,85,278,Abnormal Heart-Rate
31,377,84,229,Abnormal Heart-Rate
30,367,68,315,Abnormal Swim-Angle
33,328,69,365,Abnormal Swim-Angle
41,315,70,255,Abnormal Temperature
41,347,67,256,Abnormal Temperature
34,347,70,334,Abnormal Swim-Angle
32,422,70,214,Abnormal Humidity
42,365,69,292,Abnormal Temperature
29,325,74,227,Abnormal Heart-Rate
31,305,69,355,Abnormal Swim-Angle
35,388,77,226,Abnormal Heart-Rate
36,361,65,230,Abnormal Temperature
28,473,71,271,Abnormal Humidity
40,322,68,271,Abnormal Temperature
31,490,72,241,Abnormal Humidity
32,375,76,285,Abnormal Heart-Rate
35,458,65,251,Abnormal Humidity
28,489,69,219,Abnormal Humidity
28,400,72,265,Abnormal Humidity
37,369,72,238,Abnormal Temperature
42,348,72,267,Abnormal Temperature
41,370,68,272,Abnormal Temperature
28,384,68,305,Abnormal Swim-Angle
31,447,68,239,Abnormal Humidity
39,391,68,299,Abnormal Temperature
30,381,70,346,Abnormal Swim-Angle
32,368,65,225,Normal
35,320,66,262,Abnormal Temperature
31,391,69,339,Abnormal Swim-Angle
33,444,67,247,Abnormal Humidity
33,352,66,218,Normal
29,378,69,313,Abnormal Swim-Angle
28,411,65,217,Abnormal Humidity
28,499,68,211,Abnormal Humidity
28,451,67,261,Abnormal Humidity
28,492,71,233,Abnormal Humidity
28,327,69,337,Abnormal Swim-Angle
32,355,72,285,Normal
29,328,78,262,Abnormal Heart-Rate
32,392,67,297,Normal
35,388,76,276,Abnormal Heart-Rate
33,333,69,266,Normal
35,370,77,224,Abnormal Heart-Rate
35,387,70,354,Abnormal Swim-Angle
40,337,70,231,Abnormal Temperature
41,366,66,284,Abnormal Temperature
34,379,67,275,Normal
35,331,84,208,Abnormal Heart-Rate
28,324,71,363,Abnormal Swim-Angle
35,391,72,387,Abnormal Swim-Angle
33,339,70,387,Abnormal Swim-Angle
31,309,66,271,Normal
35,363,70,269,Abnormal Temperature
30,441,69,214,Abnormal Humidity
34,365,72,314,Abnormal Swim-Angle
36,348,70,262,Abnormal Temperature
29,460,71,256,Abnormal Humidity
33,390,82,300,Abnormal Heart-Rate
36,389,71,271,Abnormal Temperature
34,341,84,267,Abnormal Heart-Rate
32,457,66,213,Abnormal Humidity
33,400,70,222,Normal
29,424,72,247,Abnormal Humidity
31,435,72,283,Abnormal Humidity
35,400,84,277,Abnormal Heart-Rate
33,401,72,285,Abnormal Humidity
30,385,75,292,Abnormal Heart-Rate
35,386,69,308,Abnormal Swim-Angle
30,322,68,326,Abnormal Swim-Angle
28,331,75,228,Abnormal Heart-Rate
34,327,71,222,Normal
29,332,78,218,Abnormal Heart-Rate
39,375,68,253,Abnormal Temperature
41,366,71,206,Abnormal Temperature
33,389,71,279,Normal
29,328,77,273,Abnormal Heart-Rate
38,386,72,268,Abnormal Temperature
42,346,68,256,Abnormal Temperature
37,343,68,206,Abnormal Temperature
34,354,71,376,Abnormal Swim-Angle
32,302,70,372,Abnormal Swim-Angle
32,394,72,369,Abnormal Swim-Angle
33,311,68,386,Abnormal Swim-Angle
40,371,66,291,Abnormal Temperature
41,326,68,280,Abnormal Temperature
28,355,73,290,Abnormal Heart-Rate
40,380,65,242,Abnormal Temperature
35,365,71,363,Abnormal Swim-Angle
35,304,68,296,Abnormal Temperature
39,390,66,223,Abnormal Temperature
28,484,65,209,Abnormal Humidity
28,406,71,289,Abnormal Humidity
31,388,69,347,Abnormal Swim-Angle
34,469,67,226,Abnormal Humidity
31,412,72,275,Abnormal Humidity
35,441,65,220,Abnormal Humidity
34,396,70,345,Abnormal Swim-Angle
35,375,79,203,Abnormal Heart-Rate
34,319,69,260,Normal
33,419,68,206,Abnormal Humidity
32,365,65,201,Normal
35,334,72,219,Normal
32,315,67,222,Normal
31,392,77,268,Abnormal Heart-Rate
32,359,70,298,Normal
30,394,68,226,Normal
35,320,72,276,Abnormal Temperature
42,391,67,225,Abnormal Temperature
31,348,80,236,Abnormal Heart-Rate
39,388,72,262,Abnormal Temperature
32,355,74,206,Abnormal Heart-Rate
28,357,69,276,Normal
33,374,81,266,Abnormal Heart-Rate
37,345,71,226,Abnormal Temperature
37,330,67,290,Abnormal Temperature
29,351,85,266,Abnormal Heart-Rate
38,384,68,258,Abnormal Temperature
35,368,68,335,Abnormal Swim-Angle
35,316,69,341,Abnormal Swim-Angle
36,323,72,226,Abnormal Temperature
36,312,72,207,Abnormal Temperature
36,381,66,240,Abnormal Temperature
31,312,82,232,Abnormal Heart-Rate
30,309,83,204,Abnormal Heart-Rate
32,462,69,288,Abnormal Humidity
33,335,72,281,Normal
28,411,71,287,Abnormal Humidity
35,335,66,221,Normal
33,417,72,240,Abnormal Humidity
33,474,68,284,Abnormal Humidity
39,329,72,220,Abnormal Temperature
35,414,69,298,Abnormal Humidity
35,368,69,308,Abnormal Swim-Angle
32,306,74,276,Abnormal Heart-Rate
29,352,75,240,Abnormal Heart-Rate
34,377,69,247,Normal
35,348,66,230,Abnormal Temperature
31,353,67,243,Normal
33,384,79,241,Abnormal Heart-Rate
33,408,72,214,Abnormal Humidity
29,328,83,298,Abnormal Heart-Rate
32,390,80,248,Abnormal Heart-Rate
30,300,81,218,Abnormal Heart-Rate
33,310,67,274,Normal
29,307,84,288,Abnormal Heart-Rate
32,303,72,341,Abnormal Swim-Angle
30,313,74,248,Abnormal Heart-Rate
28,382,72,362,Abnormal Swim-Angle
28,450,72,215,Abnormal Humidity
29,382,78,282,Abnormal Heart-Rate
30,367,69,336,Abnormal Swim-Angle
36,337,72,206,Abnormal Temperature
29,342,74,287,Abnormal Heart-Rate
31,351,68,309,Abnormal Swim-Angle
31,350,65,214,Normal
33,407,72,222,Abnormal Humidity
35,342,68,300,Abnormal Temperature
35,460,72,239,Abnormal Humidity
28,340,67,206,Normal
31,359,71,348,Abnormal Swim-Angle
31,460,71,297,Abnormal Humidity
32,328,72,281,Normal
38,341,70,206,Abnormal Temperature
36,374,69,287,Abnormal Temperature
28,370,68,204,Normal
40,369,66,214,Abnormal Temperature
29,330,71,209,Normal
28,354,67,271,Normal
33,399,67,212,Normal
33,359,69,370,Abnormal Swim-Angle
41,399,68,214,Abnormal Temperature
28,343,65,220,Normal
29,369,70,255,Normal
31,430,68,229,Abnormal Humidity
40,320,70,266,Abnormal Temperature
31,320,80,218,Abnormal Heart-Rate
30,317,69,385,Abnormal Swim-Angle
38,355,68,272,Abnormal Temperature
28,363,69,358,Abnormal Swim-Angle
40,376,67,235,Abnormal Temperature
32,329,74,201,Abnormal Heart-Rate
35,396,69,244,Normal
35,380,70,278,Abnormal Temperature
28,482,67,206,Abnormal Humidity
31,462,70,266,Abnormal Humidity
29,358,69,224,Normal
31,452,69,205,Abnormal Humidity
35,428,67,264,Abnormal Humidity
28,379,73,284,Abnormal Heart-Rate
32,368,70,322,Abnormal Swim-Angle
30,324,83,277,Abnormal Heart-Rate
32,390,69,297,Normal
32,336,73,255,Abnormal Heart-Rate
40,316,66,238,Abnormal Temperature
34,361,67,200,Normal
32,492,65,202,Abnormal Humidity
34,325,75,241,Abnormal Heart-Rate
30,459,66,290,Abnormal Humidity
35,326,67,210,Normal
31,418,68,277,Abnormal Humidity
32,491,69,242,Abnormal Humidity
34,435,66,268,Abnormal Humidity
29,419,67,257,Abnormal Humidity
39,302,69,265,Abnormal Temperature
28,377,71,205,Normal
28,327,70,232,Normal
30,321,69,380,Abnormal Swim-Angle
30,388,70,258,Normal
36,335,72,276,Abnormal Temperature
40,395,69,208,Abnormal Temperature
32,400,67,217,Abnormal Humidity
35,303,70,215,Abnormal Temperature
35,305,71,362,Abnormal Swim-Angle
33,485,72,259,Abnormal Humidity
34,309,71,393,Abnormal Swim-Angle
35,446,68,204,Abnormal Humidity
33,400,69,219,Normal
34,479,71,288,Abnormal Humidity
35,371,69,383,Abnormal Swim-Angle
28,308,79,221,Abnormal Heart-Rate
34,399,84,224,Abnormal Heart-Rate
32,323,72,221,Normal
36,386,70,257,Abnormal Temperature
35,352,72,240,Abnormal Temperature
32,385,69,201,Normal
35,337,67,255,Normal
30,319,68,292,Normal
29,387,66,207,Normal
37,301,69,211,Abnormal Temperature
39,318,72,262,Abnormal Temperature
35,372,68,236,Abnormal Temperature
29,379,71,387,Abnormal Swim-Angle
33,305,69,262,Normal
30,349,71,354,Abnormal Swim-Angle
34,390,75,280,Abnormal Heart-Rate
35,323,69,236,Normal
30,352,72,390,Abnormal Swim-Angle
35,393,69,311,Abnormal Swim-Angle
35,319,69,255,Abnormal Temperature
35,385,71,377,Abnormal Swim-Angle
35,478,66,267,Abnormal Humidity
42,348,72,247,Abnormal Temperature
29,308,71,276,Normal
42,371,69,211,Abnormal Temperature
29,338,71,295,Normal
32,357,72,254,Normal
32,342,69,390,Abnormal Swim-Angle
35,336,71,278,Abnormal Temperature
28,483,69,281,Abnormal Humidity
32,373,82,211,Abnormal Heart-Rate
34,311,70,245,Normal
41,371,65,254,Abnormal Temperature
31,450,68,239,Abnormal Humidity
41,300,71,238,Abnormal Temperature
31,301,70,393,Abnormal Swim-Angle
35,354,83,250,Abnormal Heart-Rate
35,333,65,238,Abnormal Temperature
32,352,84,200,Abnormal Heart-Rate
40,388,67,299,Abnormal Temperature
35,311,68,389,Abnormal Swim-Angle
29,406,72,292,Abnormal Humidity
38,385,72,294,Abnormal Temperature
28,396,74,293,Abnormal Heart-Rate
35,321,69,202,Abnormal Temperature
35,349,69,288,Abnormal Temperature
29,328,80,210,Abnormal Heart-Rate
31,476,72,270,Abnormal Humidity
35,385,69,204,Abnormal Temperature
29,345,71,375,Abnormal Swim-Angle
38,389,69,215,Abnormal Temperature
41,388,72,212,Abnormal Temperature
34,318,68,266,Normal
31,367,68,394,Abnormal Swim-Angle
34,401,65,262,Abnormal Humidity
34,307,69,281,Normal
30,351,81,265,Abnormal Heart-Rate
36,376,66,225,Abnormal Temperature
33,345,69,340,Abnormal Swim-Angle
31,305,72,300,Abnormal Swim-Angle
37,309,68,233,Abnormal Temperature
35,400,66,273,Abnormal Humidity
32,300,68,298,Normal
37,359,68,210,Abnormal Temperature
38,395,72,259,Abnormal Temperature
29,458,70,210,Abnormal Humidity
33,337,82,271,Abnormal Heart-Rate
30,352,85,299,Abnormal Heart-Rate
32,433,69,235,Abnormal Humidity
34,332,70,386,Abnormal Swim-Angle
34,398,81,246,Abnormal Heart-Rate
35,398,65,280,Abnormal Temperature
33,322,78,260,Abnormal Heart-Rate
30,377,68,338,Abnormal Swim-Angle
28,348,68,339,Abnormal Swim-Angle
31,369,80,205,Abnormal Heart-Rate
33,311,69,253,Normal
34,308,69,245,Normal
40,385,71,231,Abnormal Temperature
33,332,68,393,Abnormal Swim-Angle
29,370,71,260,Normal
32,385,82,227,Abnormal Heart-Rate
33,344,82,256,Abnormal Heart-Rate
42,308,71,249,Abnormal Temperature
31,353,80,219,Abnormal Heart-Rate
29,391,75,203,Abnormal Heart-Rate
29,323,83,227,Abnormal Heart-Rate
30,448,68,229,Abnormal Humidity
39,385,72,283,Abnormal Temperature
35,377,66,228,Abnormal Temperature
35,357,72,273,Abnormal Temperature
31,307,78,294,Abnormal Heart-Rate
42,372,68,224,Abnormal Temperature
31,375,68,358,Abnormal Swim-Angle
31,323,71,249,Normal
31,394,78,202,Abnormal Heart-Rate
28,345,85,254,Abnormal Heart-Rate
40,329,71,252,Abnormal Temperature
28,359,79,206,Abnormal Heart-Rate
29,302,85,218,Abnormal Heart-Rate
38,377,67,260,Abnormal Temperature
37,379,69,288,Abnormal Temperature
34,325,79,260,Abnormal Heart-Rate
34,324,68,200,Normal
35,343,68,217,Normal
32,303,66,246,Normal
31,346,72,344,Abnormal Swim-Angle
31,411,71,228,Abnormal Humidity
31,443,67,200,Abnormal Humidity
37,363,66,266,Abnormal Temperature
34,391,68,398,Abnormal Swim-Angle
29,311,75,250,Abnormal Heart-Rate
33,345,66,225,Normal
29,434,65,218,Abnormal Humidity
33,430,68,264,Abnormal Humidity
29,318,68,276,Normal
35,304,67,276,Normal
29,356,76,288,Abnormal Heart-Rate
28,335,67,217,Normal
33,335,74,261,Abnormal Heart-Rate
28,389,65,290,Normal
35,350,70,219,Abnormal Temperature
34,329,78,250,Abnormal Heart-Rate
35,409,70,218,Abnormal Humidity
35,349,78,254,Abnormal Heart-Rate
40,306,69,228,Abnormal Temperature
33,492,71,250,Abnormal Humidity
35,318,70,267,Normal
34,353,71,332,Abnormal Swim-Angle
34,352,69,383,Abnormal Swim-Angle
28,383,70,366,Abnormal Swim-Angle
29,394,65,283,Normal
28,393,71,370,Abnormal Swim-Angle
30,353,68,388,Abnormal Swim-Angle
36,307,70,281,Abnormal Temperature
42,330,71,277,Abnormal Temperature
35,331,66,267,Abnormal Temperature
31,344,73,237,Abnormal Heart-Rate
30,317,71,379,Abnormal Swim-Angle
32,382,69,365,Abnormal Swim-Angle
35,301,67,238,Abnormal Temperature
34,466,71,242,Abnormal Humidity
31,380,72,331,Abnormal Swim-Angle
33,496,65,264,Abnormal Humidity
28,329,67,248,Normal
29,340,69,374,Abnormal Swim-Angle
30,476,69,271,Abnormal Humidity
33,387,85,232,Abnormal Heart-Rate
33,350,69,286,Normal
33,370,72,240,Normal
28,390,75,213,Abnormal Heart-Rate
30,327,67,281,Normal
35,315,66,279,Normal
36,395,65,270,Abnormal Temperature
35,328,68,286,Normal
36,341,72,279,Abnormal Temperature
42,382,72,226,Abnormal Temperature
30,412,72,292,Abnormal Humidity
31,341,68,340,Abnormal Swim-Angle
41,392,70,290,Abnormal Temperature
32,349,66,284,Normal
34,411,69,294,Abnormal Humidity
33,307,78,284,Abnormal Heart-Rate
37,313,68,298,Abnormal Temperature
35,392,71,206,Normal
32,347,69,290,Normal
33,315,65,293,Normal
38,345,71,246,Abnormal Temperature
31,392,66,259,Normal
34,402,68,201,Abnormal Humidity
34,360,79,220,Abnormal Heart-Rate
41,305,69,205,Abnormal Temperature
31,356,70,261,Normal
33,399,73,298,Abnormal Heart-Rate
33,335,77,255,Abnormal Heart-Rate
33,301,70,341,Abnormal Swim-Angle
35,328,76,274,Abnormal Heart-Rate
32,362,81,233,Abnormal Heart-Rate
41,329,71,222,Abnormal Temperature
36,318,70,251,Abnormal Temperature
31,362,69,333,Abnormal Swim-Angle
28,330,69,305,Abnormal Swim-Angle
32,456,65,245,Abnormal Humidity
35,480,70,231,Abnormal Humidity
31,423,71,213,Abnormal Humidity
33,327,69,328,Abnormal Swim-Angle
34,305,72,352,Abnormal Swim-Angle
38,358,71,244,Abnormal Temperature
31,308,75,203,Abnormal Heart-Rate
29,384,81,227,Abnormal Heart-Rate
31,344,68,331,Abnormal Swim-Angle
34,396,68,366,Abnormal Swim-Angle
31,350,68,389,Abnormal Swim-Angle
32,388,71,213,Normal
38,302,69,287,Abnormal Temperature
28,395,72,323,Abnormal Swim-Angle
34,307,85,203,Abnormal Heart-Rate
33,338,78,292,Abnormal Heart-Rate
34,366,65,218,Normal
31,351,68,317,Abnormal Swim-Angle
33,304,82,273,Abnormal Heart-Rate
35,331,66,203,Abnormal Temperature
30,374,81,265,Abnormal Heart-Rate
39,314,68,258,Abnormal Temperature
37,330,71,229,Abnormal Temperature
35,375,72,275,Abnormal Temperature
35,492,67,295,Abnormal Humidity
30,351,72,215,Normal
37,339,72,264,Abnormal Temperature
31,400,69,379,Abnormal Swim-Angle
30,402,71,223,Abnormal Humidity
32,324,71,244,Normal
35,337,70,269,Normal
32,387,71,352,Abnormal Swim-Angle
32,360,79,265,Abnormal Heart-Rate
34,375,71,342,Abnormal Swim-Angle
34,387,67,214,Normal
29,376,70,319,Abnormal Swim-Angle
35,313,72,249,Normal
41,332,66,205,Abnormal Temperature
32,315,69,297,Normal
28,396,76,272,Abnormal Heart-Rate
29,340,72,273,Normal
33,499,66,264,Abnormal Humidity
32,393,71,228,Normal
31,346,68,226,Normal
31,419,68,215,Abnormal Humidity
41,302,72,280,Abnormal Temperature
41,337,69,271,Abnormal Temperature
31,321,76,223,Abnormal Heart-Rate
31,367,72,331,Abnormal Swim-Angle
30,315,65,224,Normal
41,336,66,274,Abnormal Temperature
35,385,69,335,Abnormal Swim-Angle
32,363,81,260,Abnormal Heart-Rate
32,444,66,292,Abnormal Humidity
30,473,72,265,Abnormal Humidity
34,438,69,288,Abnormal Humidity
28,395,73,263,Abnormal Heart-Rate
33,300,66,290,Normal
37,315,69,205,Abnormal Temperature
